id,signature,count
3606,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Left Attacking Midfield,1
3607,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Back,1
3608,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Back|switch=True,1
3609,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Center Back,1
3610,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Center Back|type=Free Kick,1
3611,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Center Forward,1
3612,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Center Midfield,1
3613,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Center Midfield|switch=True,1
3614,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Wing,1
3615,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Wing Back,1
3616,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Wing|switch=True,1
3617,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|switch=True|type=Recovery,1
3618,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Out|type=Recovery,1
3619,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Pass Offside|recipient_position=Center Forward|type=Free Kick,1
3620,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Pass Offside|recipient_position=Left Center Back|type=Free Kick,1
3621,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Pass Offside|recipient_position=Left Center Forward,1
3622,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Pass Offside|recipient_position=Left Wing,1
3623,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Pass Offside|recipient_position=Right Center Back,1
3624,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Unknown|recipient_position=Left Center Back,1
3625,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Unknown|recipient_position=Left Center Forward,1
3626,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Unknown|recipient_position=Left Wing Back,1
3627,Pass|body_part=Right Foot|cross=True|height=High Pass|outcome=Unknown|recipient_position=Right Wing,1
3628,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Center Attacking Midfield|shot_assist=True|switch=True,1
3629,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Center Back|switch=True|type=Free Kick,1
3630,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Center Defensive Midfield|shot_assist=True,1
3631,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Center Defensive Midfield|shot_assist=True|type=Free Kick,1
3632,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Center Defensive Midfield|switch=True|type=Free Kick,1
3633,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Center Forward|type=Free Kick,1
3634,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Attacking Midfield,1
3635,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Back|shot_assist=True|type=Free Kick,1
3636,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Back|shot_assist=True|type=Recovery,1
3637,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Back|switch=True|technique=Through Ball|through_ball=True,1
3638,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Center Back|shot_assist=True,1
3639,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Center Back|shot_assist=True|switch=True,1
3640,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Center Back|shot_assist=True|type=Free Kick,1
3641,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Center Back|shot_assist=True|type=Recovery,1
3642,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Center Back|switch=True,1
3643,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Center Back|type=Free Kick,1
3644,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Center Forward|shot_assist=True,1
3645,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Center Midfield|switch=True,1
3646,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Defensive Midfield,1
3647,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Defensive Midfield|shot_assist=True|type=Recovery,1
3648,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Defensive Midfield|switch=True,1
3649,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Defensive Midfield|type=Free Kick,1
3650,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Wing Back,1
3651,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Wing|shot_assist=True|switch=True,1
3652,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Wing|shot_assist=True|switch=True|type=Free Kick,1
3653,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Left Wing|shot_assist=True|type=Free Kick,1
3654,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Attacking Midfield,1
3655,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Attacking Midfield|shot_assist=True,1
3656,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Attacking Midfield|switch=True,1
3657,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Attacking Midfield|technique=Through Ball|through_ball=True,1
3658,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Back,1
3659,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Back|shot_assist=True,1
3660,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Back|shot_assist=True|switch=True,1
3661,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Back|shot_assist=True|type=Free Kick,1
3662,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Back|switch=True|type=Recovery,1
3663,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Center Back,1
3664,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Center Back|shot_assist=True|switch=True,1
3665,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Center Back|shot_assist=True|type=Free Kick,1
3666,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Center Back|type=Free Kick,1
3667,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Center Forward|switch=True,1
3668,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Center Midfield,1
3669,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Defensive Midfield|switch=True,1
3670,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Wing Back,1
3671,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Wing Back|shot_assist=True|switch=True,1
3672,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Wing Back|shot_assist=True|type=Free Kick,1
3673,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Wing Back|switch=True,1
3674,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Wing Back|switch=True|type=Free Kick,1
3675,Pass|body_part=Right Foot|cross=True|height=High Pass|recipient_position=Right Wing|shot_assist=True|technique=Through Ball|through_ball=True,1
3676,Pass|body_part=Right Foot|cross=True|height=Low Pass|miscommunication=True|outcome=Incomplete|recipient_position=Center Forward,1
3677,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Center Defensive Midfield,1
3678,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Center Forward|technique=Through Ball|through_ball=True,1
3679,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Back,1
3680,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Center Forward|technique=Through Ball|through_ball=True,1
3681,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Wing Back,1
3682,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Wing Back|switch=True,1
3683,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Right Attacking Midfield,1
3684,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Right Back,1
3685,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Right Center Back|type=Free Kick,1
3686,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Right Center Midfield|switch=True,1
3687,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Right Midfield,1
3688,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Right Wing|type=Recovery,1
3689,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Out|recipient_position=Left Center Forward|switch=True,1
3690,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Out|recipient_position=Left Wing|switch=True,1
3691,Pass|body_part=Right Foot|cross=True|height=Low Pass|outcome=Pass Offside|recipient_position=Right Wing Back,1
3692,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Left Center Back|shot_assist=True,1
3693,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Left Center Forward|switch=True,1
3694,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Left Center Midfield|shot_assist=True|type=Free Kick,1
3695,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Left Defensive Midfield|shot_assist=True,1
3696,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Left Midfield|shot_assist=True,1
3697,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Left Wing Back|shot_assist=True,1
3698,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Left Wing|shot_assist=True,1
3699,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Right Attacking Midfield|shot_assist=True,1
3700,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Right Back|shot_assist=True|type=Free Kick,1
3701,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Right Center Forward,1
3702,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Right Center Forward|shot_assist=True,1
3703,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Right Center Midfield|shot_assist=True,1
3704,Pass|body_part=Right Foot|cross=True|height=Low Pass|recipient_position=Right Defensive Midfield,1
3705,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Center Attacking Midfield,1
3706,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Center Back,1
3707,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Center Forward,1
3708,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Left Attacking Midfield,1
3709,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Left Center Back,1
3710,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Left Defensive Midfield,1
3711,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Left Wing Back,1
3712,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Right Center Back,1
3713,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Right Midfield,1
3714,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Right Wing Back,1
3715,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Center Attacking Midfield|shot_assist=True,1
3716,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Center Defensive Midfield,1
3717,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Center Forward,1
3718,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Center Forward|shot_assist=True,1
3719,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Left Defensive Midfield,1
3720,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Left Wing|shot_assist=True,1
3721,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Right Back,1
3722,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Right Back|shot_assist=True,1
3723,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Right Center Midfield|shot_assist=True,1
3724,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Right Wing,1
3725,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Right Wing Back,1
3726,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Right Wing Back|shot_assist=True,1
3727,Pass|body_part=Right Foot|cut_back=True|height=Ground Pass|recipient_position=Right Wing|type=Recovery,1
3728,Pass|body_part=Right Foot|cut_back=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Wing,1
3729,Pass|body_part=Right Foot|cut_back=True|height=Low Pass|recipient_position=Left Center Midfield,1
3730,Pass|body_part=Right Foot|cut_back=True|height=Low Pass|recipient_position=Left Wing,1
3731,Pass|body_part=Right Foot|cut_back=True|height=Low Pass|recipient_position=Left Wing|type=Recovery,1
3732,Pass|body_part=Right Foot|cut_back=True|height=Low Pass|recipient_position=Right Center Midfield,1
3733,Pass|body_part=Right Foot|cut_back=True|height=Low Pass|recipient_position=Right Defensive Midfield,1
3734,Pass|body_part=Right Foot|deflected=True|height=Ground Pass|recipient_position=Center Attacking Midfield,1
3735,Pass|body_part=Right Foot|deflected=True|height=Ground Pass|recipient_position=Center Attacking Midfield|type=Recovery,1
